external_id,SMILES,original_format_type,value,units,source,measurement_type,reference,is_open,is_predicted
337,C1=CN(C(=N1)[N+](=O)[O-])CCCF,SMILES,-0.24,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
338,C1=CN(C(=N1)[N+](=O)[O-])CCCCCCCCF,SMILES,-0.17,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
339,CC(C)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,SMILES,-1.34,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
340,C1CCN(CC1)CC2=CC(=CC=C2)OCCCO,SMILES,-0.02,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
341,C1=CC(=C(C=C1C2=NC3=C(S2)C=C(C=C3)O)I)N,SMILES,0.18,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
342,CC[CH][C]([CH2])CC,SMILES,0.9,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
343,C1CCN(CC1)CC2=CC(=C(C=C2)I)CN3CCCCC3,SMILES,0.98,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
344,CN(C)C1=NC=CC(=C1)C2=NC(=NN2)N,SMILES,-1.17,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
345,CCCCCCN1CCN(CC1)C2=CC=C(C=C2)I,SMILES,1.01,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
346,CCCCCCCCC1(C(=O)NC(=O)NC1=O)CC,SMILES,0.24,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
347,C1=CC(=C(N=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-])Br,SMILES,-0.67,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
348,C1=CC=NC(=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-],SMILES,-0.66,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
349,C1=CC=C(C=C1)CC2=CNC(=C2[N+](=O)[O-])NCCSCC3=CC=CC=N3,SMILES,-0.12,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
350,CN(C)CC1=CC=C(O1)CSCCNC2=C(C(=CN2)CC3=CC=CC=C3)[N+](=O)[O-],SMILES,-0.73,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
351,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC=CS3,SMILES,0.44,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
352,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4O3,SMILES,0.22,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
353,C1=CC(=CC(=C1)N)C2=CSC(=N2)N=C(N)N,SMILES,-1.15,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
354,CCNC(=NCCSCC1=C(C=CC=N1)Br)NC#N,SMILES,-2.15,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
355,CN=C(NC#N)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N,SMILES,-1.54,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
356,CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O,SMILES,-0.3,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
357,C(C(Cl)Br)C(F)(F)F,SMILES,0.35,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
358,CC1=CC=CC2=C1OC3=CC=CC=C3C4(C2CNCC4)O,SMILES,0.52,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
359,C(C(F)Br)C(F)(F)F,SMILES,0.27,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
360,C[NH2+]CCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,SMILES,0.53,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
361,C1=CSC(=N1)CC[NH3+],SMILES,-0.58,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
362,C1C2CNC(C1C3=CC=CC(=O)N3C2)Br,SMILES,-0.05,log units,Muehlbacher2008,logBB,Muehlbacher_2011,TRUE,FALSE
